Unique number,"Возраст, полных лет",Гражданство,Стаж вождения,Пол,КБМ,Город,Марка,Модель,Тип ТС ,Год выпуска,Расположение руля,Объём двигателя,Цвет,Период страхования,Страховая премия,Льготы,Дата проишествия,Регион ДТП,Сумма убытка
34a23b2c0e3cbc45c27994ffd4ba11f3,55,Казахстан,17,М,9,Алматы,100 C4,Audi,Легковые автомобили,01/12/1992,Слева,2309,серый металлик,01.06.2013-31.05.2014,4277,,,,
34cf778c6fdb0c23867313ad9ff0e1a3,51,Казахстан,20,М,8,Уральск,С4,Audi,Легковые автомобили,01/12/1995,Слева,2461,фиолетовый,25.05.2013-24.05.2014,6635,,,,
350570807cb334673b06d27363c602d9,65,Казахстан,26,М,8,Алматы,100,Audi,Легковые автомобили,01/12/1994,Слева,2300,темно-синий,07.06.2013-06.06.2014,16786,,,,
355a1a9cc5da9578333b94dec81e78af,60,Казахстан,21,М,8,Максимовка,B4,Audi,Легковые автомобили,01/01/1994,Слева,2000,зелёный,14.06.2013-13.06.2014,5988,,,,
35c6e7c36ef9be7e99862f58a8c1c517,45,Казахстан,16,М,9,Нур-Султан,B4,Audi,Легковые автомобили,01/12/1994,Слева,1984,серебристый металлик архивный,23.06.2013-22.12.2013,5838,,,,
36c11d9ef35cb8a8d162d18ce189dfbc,34,Казахстан,8,М,3,Бауманское,С4,Audi,Легковые автомобили,01/12/1993,Слева,2598,синий,22.06.2013-21.12.2013,8340,,,,
36c638afaeea610af2bed4e6a6443765,42,Казахстан,23,М,8,Нур-Султан,A6,Audi,Легковые автомобили,01/12/1998,Слева,2393,серый,20.06.2013-19.06.2014,12476,,,,
3761835c271fa27a0a87a26f8cfcf44b,45,Казахстан,3,М,8,Нур-Султан,Q7,Audi,Легковые автомобили,01/12/2011,Слева,2995,синий металлик,15.06.2013-14.06.2014,13610,,,,
379782ddd3fba12bc0f663d4b71d49c5,39,Казахстан,16,М,8,Актобе,B4,Audi,Легковые автомобили,01/01/1993,Слева,1984,зелёный металлик,08.06.2013-07.06.2014,8166,,,,
37c3bd9e868359ebdbf2c4a08eb4159f,37,Казахстан,11,М,6,Тараз,80,Audi,Легковые автомобили,01/12/1991,Слева,1579,серый металлик,02.07.2013-01.01.2014,3240,,,,
37d735f4d57793ee938aecd5e085c39e,35,Казахстан,13,М,6,Нур-Султан,80,Audi,Легковые автомобили,01/12/1995,Слева,1600,белый,27.05.2013-26.11.2013,7128,,,,
37e9e4c92798c919ee96729c1b8b5d8d,40,Казахстан,18,М,8,Петропавловск,С4,Audi,Легковые автомобили,01/12/1995,Слева,2461,красный,05.06.2013-04.06.2014,7542,,,,
37ec0b943da16a54de9b933c4ffe5765,58,Казахстан,40,М,9,Костанай,80,Audi,Легковые автомобили,01/12/1990,Слева,1800,черный металлик,23.05.2013-22.05.2014,9908,,,,
37f0c259bbd4e67502e2a948875aef05,34,Казахстан,16,М,8,Державинск,A4,Audi,Легковые автомобили,01/12/2003,Слева,1781,серебристый металлик архивный,12.06.2013-11.06.2014,12476,,,,
39aad0dd635be1fc707dd12db839c8ba,72,Казахстан,10,М,7,"Свободное,Свободное",B4,Audi,Легковые автомобили,01/12/1992,Слева,2000,зеленый металлик,09.06.2013-08.06.2014,3194,Инвалид ,,,
39faabc001e94cf8e7abb2751e35aae7,37,Казахстан,14,М,3,Кокшетау,С4,Audi,Легковые автомобили,01/12/1992,Слева,2300,синий металлик,23.05.2013-22.11.2013,5031,,20/06/2013,Кокшетау,109066
3a84c9c892576c142cd0af4988f40722,48,Казахстан,16,М,5,Атбасар,С4,Audi,Легковые автомобили,01/12/1991,Слева,1984,красный,22.06.2013-21.12.2013,4203,,,,
3ad233c542e4961dc1b1184fa6432432,46,Казахстан,21,М,8,Петропавловск,B4,Audi,Легковые автомобили,01/01/1999,Слева,2400,серебристый металлик архивный,13.06.2013-12.12.2013,3781,,,,
3ba45d23dd0afb33ad86640c996af5bd,58,Казахстан,19,М,8,Алматы,80,Audi,Легковые автомобили,01/12/1992,Слева,2600,бордовый металлик,25.05.2013-24.05.2014,8393,Инвалид ,,,
3c3a66a5d5b3a30462b877d85b998bea,33,Казахстан,16,М,6,Сергеевка,80,Audi,Легковые автомобили,01/12/1991,Слева,1984,синий,07.06.2013-06.06.2014,6787,,,,
3c55f4ac3aa77411e73076732ff89633,48,Казахстан,16,М,8,Кондратовка,89,Audi,Легковые автомобили,01/12/1989,Слева,1760,серый,14.06.2013-13.06.2014,6034,,,,
3c623a5a927d82cb7c59fdb7e0092fbc,69,Казахстан,20,М,8,Кокшетау,89,Audi,Легковые автомобили,01/01/1991,Слева,1781,черный,23.06.2013-22.06.2014,3743,Инвалид ,,,
3c67814b92d43f2fbc7c28c8bcf943aa,62,Казахстан,20,М,8,Атбасар,89,Audi,Легковые автомобили,01/12/1991,Слева,1595,красный,08.06.2013-07.06.2014,5988,,,,
3ce6aedd6524d46899cb0a35c0504a88,41,Казахстан,10,М,8,Атбасар,A6,Audi,Легковые автомобили,01/12/1997,Слева,2771,темно-синий металлик,09.06.2013-08.06.2014,5988,,,,
3d492bacbccfa20489932b73a95cd2d2,57,Казахстан,20,М,8,Кокшетау,100,Audi,Легковые автомобили,01/12/1988,Слева,2300,серый металлик,01.07.2013-30.06.2014,7486,,,,
3dd850e06fd2709d5850be0461d1b9cf,31,Казахстан,12,М,3,Костанай,80,Audi,Легковые автомобили,01/12/1994,Слева,2309,белый,14.06.2013-13.12.2013,7392,,,,
3decf6c099fb6c7e6762e2c3964f84b9,30,Казахстан,7,М,4,Киевский с.о.,89,Audi,Легковые автомобили,01/12/1987,Слева,1760,белый,25.05.2013-24.05.2014,8344,,,,
3e2a5dacae05da9c3df99cb52df0864c,33,Казахстан,15,М,4,Костанай,С4,Audi,Легковые автомобили,01/12/1991,Слева,2309,темно-зеленый,31.05.2013-30.11.2013,7433,,,,
3ed206bbd6c6a8e8c8c5aba4c19b944e,68,Казахстан,10,М,8,Нур-Султан,B4,Audi,Легковые автомобили,01/12/1992,Слева,2000,красный,29.05.2013-28.05.2014,5988,Инвалид ,,,
3eec714300c96e4918c164af64312395,54,Казахстан,21,М,9,Актобе,A4,Audi,Легковые автомобили,01/12/1995,Слева,1595,зелёный,08.06.2013-07.06.2014,9110,,,,
3f41b78657208bf2b46e57c60a0eb95e,60,Казахстан,10,М,9,Нур-Султан,Coupe,Audi,Легковые автомобили,01/01/1986,Слева,1800,серый,01.06.2013-31.05.2014,2795,Инвалид ,,,
3f45e490867b381ac94e6ab889e39631,58,Казахстан,18,М,8,Кокшетау,80,Audi,Легковые автомобили,01/12/1991,Слева,1781,черный,18.06.2013-17.12.2013,3753,,,,
406969513cada8b1020b64e051d7bf64,72,Казахстан,47,М,9,Петропавловск,B5,Audi,Легковые автомобили,01/01/1999,Слева,1900,серебристый металлик архивный,28.05.2013-27.05.2014,3520,Инвалид ,,,
413bc3ed4ed236df2b63796bd89bd450,42,Казахстан,11,Ж,6,Павлодар,80,Audi,Легковые автомобили,01/12/1991,Слева,1800,красный,13.06.2013-12.12.2013,5252,,,,
418b675f661184a8df642d19b0c89d50,48,Казахстан,19,М,9,"Атбасар,Атбасар",89,Audi,Легковые автомобили,01/01/1990,Слева,1595,красный,29.06.2013-28.12.2013,2802,,,,
422b2b74b1ba2511cab05209cd14cd7e,36,Казахстан,18,М,8,Караганда,A6,Audi,Легковые автомобили,01/12/1999,Слева,2393,бордовый,23.05.2013-22.05.2014,7883,,,,
42421f0326377a976d90da1ce323d4c1,32,Казахстан,14,М,6,Петропавловск,B4,Audi,Легковые автомобили,01/12/1994,Слева,1984,зелёный,07.06.2013-06.06.2014,8548,,,,
42461fdceff5caf09ad802f0b37cb65f,52,Казахстан,12,М,8,Атбасар,89,Audi,Легковые автомобили,01/12/1989,Слева,1760,серый металик,26.06.2013-25.06.2014,8783,,,,
4325e6310547d1dd5ccc811b0785a4c5,50,Казахстан,20,М,9,Петропавловск,80,Audi,Легковые автомобили,01/01/1992,Слева,2000,черный,14.06.2013-13.06.2014,7039,,,,
43552cbc301156658b4ba935bae159b2,43,Казахстан,25,М,8,Петропавловск,A6,Audi,Легковые автомобили,01/12/2001,Слева,2400,темно-синий,29.05.2013-28.11.2013,4056,,,,
43da558d1a03ff89cd184a8198a71216,39,Казахстан,7,М,3,Караколь,С4,Audi,Легковые автомобили,01/12/1995,Слева,2771,серый,25.06.2013-24.12.2013,4203,,,,
441cf377f5396f4bb0158a09f3f79c27,69,Казахстан,20,М,9,Алматы,A6,Audi,Легковые автомобили,01/12/1998,Слева,2393,серый металлик,31.05.2013-30.05.2014,8479,,,,
44eb27b0caac0618c56ca743ddd3dfa7,69,Казахстан,19,М,9,Алматы,100,Audi,Легковые автомобили,01/12/1993,Слева,2598,серый металлик,27.06.2013-26.06.2014,7833,Инвалид ,,,
4563d52502398e663d49fc50b44fe8c8,44,Казахстан,20,М,7,"Жанаозен,Жанаозен",A4,Audi,Легковые автомобили,01/01/1998,Слева,2771,серебристый металлик архивный,15.06.2013-14.06.2014,6956,,,,
45e5e3dced2e636154f230ef92d744e4,41,Казахстан,15,Ж,9,Алматы,80,Audi,Легковые автомобили,01/12/1992,Слева,1983,темно-зеленый металлик,18.06.2013-17.06.2014,6726,,,,
460a623bf2ca4bd93bc1dd40fc797283,32,Казахстан,12,М,7,"Атбасар,Атбасар",С4,Audi,Легковые автомобили,01/12/1993,Слева,2800,фиолетовый металлик,23.05.2013-22.05.2014,6388,,,,
46674be5fb5fd8e9e7c618744f00d316,67,Казахстан,43,М,9,Петропавловск,80,Audi,Легковые автомобили,01/01/1990,Слева,1984,черный металлик,19.06.2013-18.06.2014,7039,Инвалид ,,,
46711c5a3f3a196584f8da9726d45757,25,Казахстан,7,М,3,Покровка,100,Audi,Легковые автомобили,01/12/1991,Слева,2309,синий металлик,10.06.2013-19.03.2014,9183,,,,
468d6d96018076f37fbcdf44b2e3f17f,28,Казахстан,6,М,3,Есиль,89,Audi,Легковые автомобили,01/12/1990,Слева,2000,серый металлик,26.06.2013-25.06.2014,8783,,,,
46cdf394521a665bd8d93ea2ce842afc,36,Казахстан,18,М,6,Петропавловск,80,Audi,Легковые автомобили,01/12/1991,Слева,1984,красный,29.05.2013-28.11.2013,4309,,,,
477b1aff90498bebf5b0157c4290adc6,33,Казахстан,11,Ж,5,"Атбасар,Атбасар",100 C4,Audi,Легковые автомобили,01/01/1994,Слева,2600,серый,22.06.2013-21.12.2013,3603,,,,
4786dcf8d6c96c34eecb39f342b23147,58,Казахстан,10,М,9,"Атбасар,Атбасар",80,Audi,Легковые автомобили,01/01/1990,Слева,1800,серый,23.05.2013-22.05.2014,6288,,,,
479b909b17b8ae108a06416f3629ab49,28,Казахстан,6,М,3,"Жетысай,Жетысай",A6,Audi,Легковые автомобили,01/12/1997,Слева,2393,серебристый,12.06.2013-11.12.2013,3216,,,,
47a590fa8beb9b00fe586469b0d51bb1,59,Казахстан,19,М,9,Алматы,A4 B5,Audi,Легковые автомобили,01/01/1998,Слева,1595,серебристый металлик архивный,31.05.2013-30.05.2014,11305,,,,
47c4944de439e8d37bbc838cbc5b8ec6,50,Казахстан,15,М,8,Алматы,100,Audi,Легковые автомобили,01/12/1992,Слева,2309,бордовый,06.06.2013-11.03.2014,7407,Пенсионер ,,,
47d067ee956bab79a6ab83f47e57dbd9,62,Казахстан,33,М,9,"Костанай,Костанай",89,Audi,Легковые автомобили,01/01/1990,Слева,1600,красный,28.05.2013-27.05.2014,12385,,,,
487f6060178fb0ad30eac45c92da83a2,49,Казахстан,19,М,9,"Симферопольское,Симферопольское",100 C4,Audi,Легковые автомобили,01/12/1992,Слева,2771,красный,28.06.2013-27.06.2014,6987,,,,
48a92da0ae2ef8f417612154718ec384,62,Казахстан,38,М,9,Павлодар,100,Audi,Легковые автомобили,01/01/1988,Слева,2300,черный,25.06.2013-28.04.2014,7280,,,,
48eb0af530484646cc7dda6a72d76390,66,Казахстан,20,М,9,Петропавловск,80,Audi,Легковые автомобили,01/01/1991,Слева,1600,серый,01.06.2013-31.05.2014,7039,,,,
4a460f66fc178ad2f76c981a060d2085,39,Казахстан,22,М,8,Актобе,B4,Audi,Легковые автомобили,01/12/1992,Слева,1984,серебристый металлик архивный,05.07.2013-04.07.2014,7656,,,,
4aa67706f2fd59f8655bc7e640ab7bc8,31,Казахстан,12,М,8,Алматы,100,Audi,Легковые автомобили,01/12/1992,Слева,2598,темно-коричневый,25.06.2013-06.06.2014,15958,,,,
4aa67706f2fd59f8655bc7e640ab7bc8,31,Казахстан,12,М,8,Алматы,С4,Audi,Легковые автомобили,01/12/1992,Слева,2598,белый,07.06.2013-06.06.2014,17625,,,,
4aa67706f2fd59f8655bc7e640ab7bc8,31,Казахстан,12,М,8,Алматы,С4,Audi,Легковые автомобили,01/12/1992,Слева,2598,белый,25.06.2013-06.06.2014,15958,,,,
4ab07c6a171c8940406448627656ecc2,61,Казахстан,29,М,7,Нур-Султан,100,Audi,Легковые автомобили,01/12/1992,Слева,2300,серый,28.06.2013-27.06.2014,13308,,,,
4b21b414d00c3ed785fbcbf57c84284d,31,Казахстан,12,М,7,Кокшетау,100,Audi,Легковые автомобили,01/12/1991,Слева,2800,белый,14.06.2013-13.12.2013,4003,,,,
4b7d27ff2e19682bf81f97e82f7f7a68,36,Казахстан,12,М,8,Атбасар,90,Audi,Легковые автомобили,01/12/1990,Слева,2298,черный,02.06.2013-01.12.2013,3002,,,,
4b7d27ff2e19682bf81f97e82f7f7a68,36,Казахстан,12,М,8,Атбасар,90,Audi,Легковые автомобили,01/12/1990,Слева,2298,черный,02.07.2013-01.01.2014,3019,,,,
4c2fb9ef649af279138cbe0be8841122,42,Казахстан,25,М,5,Петропавловск,A6,Audi,Легковые автомобили,01/12/1994,Слева,2598,белый перламутровый,29.06.2013-28.12.2013,3630,,,,
4c420c87c3f4ee43af60ef87fca0e3a0,42,Казахстан,21,М,9,Алматы,A6,Audi,Легковые автомобили,01/12/1996,Слева,2461,бордовый металлик,03.07.2013-02.07.2014,15667,,,,
4cc12c786222632d7807476bc64e57e2,47,Казахстан,23,Ж,8,Атбасар,80,Audi,Легковые автомобили,01/12/1990,Слева,1760,серебристый металлик архивный,25.05.2013-24.05.2014,6388,,,,
4d429bf1c318d6e0a3f449d9af611590,53,Казахстан,36,М,7,Жаксы,89,Audi,Легковые автомобили,01/12/1989,Слева,1800,красный металлик,07.06.2013-06.06.2014,6388,,,,
4d67d22e00e83e916c61b97dd5906e40,26,Казахстан,9,М,5,Максимовка,100,Audi,Легковые автомобили,01/01/1993,Слева,2000,белый,29.06.2013-28.06.2014,7545,,,,
