pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
118,21,3,Urban,Healthcare,0.58,0.53,0.33,0.46,0.91,0.36,0.42,Physical Touch,0.35,20,3,Urban,Tech,0.59,0.12,0.64,0.22,0.56,0.86,0.53,Acts of Service,0.72,70.7,1,65
119,47,4,Suburban,Science,0.59,0.15,0.46,0.8,0.05,0.19,0.67,Words of Affirmation,0.67,37,3,Suburban,Education,0.51,0.58,0.83,0.27,0.69,0.69,0.74,Receiving Gifts,0.53,43.9,0,50
120,54,3,Rural,Education,0.43,0.63,0.67,0.11,0.2,0.91,0.65,Quality Time,0.86,37,3,Suburban,Entrepreneurship,0.33,0.92,0.38,0.52,0.68,0.37,0.32,Physical Touch,0.51,42.4,0,64
121,40,1,Rural,Science,0.41,0.68,0.31,0.67,0.43,0.88,0.33,Words of Affirmation,0.23,26,3,Urban,Creative Arts,0.59,0.2,0.51,0.73,0.22,0.14,0.06,Quality Time,0.54,57.0,0,54
122,32,5,Urban,Education,0.69,0.07,0.75,0.23,0.78,0.33,0.54,Quality Time,0.38,28,2,Urban,Marketing,0.44,0.74,0.38,0.31,0.59,0.61,0.74,Quality Time,0.26,54.8,0,90
123,46,4,Urban,Healthcare,0.56,0.41,0.23,0.67,0.52,0.46,0.53,Physical Touch,0.43,38,3,Urban,Creative Arts,0.53,0.75,0.59,0.75,0.17,0.57,0.97,Acts of Service,0.42,64.9,0,46
124,53,4,Suburban,Entrepreneurship,0.56,0.56,0.64,0.42,0.54,0.09,0.89,Physical Touch,0.57,30,2,Suburban,Law,0.33,0.53,0.22,0.8,0.68,0.78,0.54,Words of Affirmation,0.55,53.7,0,49
125,30,3,Urban,Creative Arts,0.58,0.82,0.62,0.82,0.51,0.48,0.49,Quality Time,0.58,32,3,Urban,Marketing,0.43,0.14,0.67,0.28,0.6,0.12,0.17,Acts of Service,0.39,70.9,1,62
126,49,5,Urban,Education,0.52,0.44,0.2,0.67,0.83,0.63,0.51,Quality Time,0.12,41,4,Rural,Entrepreneurship,0.67,0.4,0.22,0.31,0.18,0.4,0.63,Acts of Service,0.45,58.0,0,59
127,24,3,Urban,Science,0.63,0.49,0.18,0.29,0.57,0.82,0.28,Acts of Service,0.86,52,3,Suburban,Engineering,0.68,0.36,0.19,0.52,0.41,0.33,0.21,Acts of Service,0.75,70.6,1,45
128,39,4,Rural,Healthcare,0.47,0.9,0.32,0.28,0.27,0.7,0.2,Receiving Gifts,0.59,31,2,Urban,Education,0.32,0.27,0.45,0.46,0.89,0.26,0.37,Physical Touch,0.44,66.7,1,44
129,45,2,Urban,Entrepreneurship,0.46,0.6,0.66,0.21,0.62,0.58,0.17,Physical Touch,0.15,22,3,Urban,Tech,0.52,0.53,0.9,0.74,0.74,0.38,0.32,Acts of Service,0.62,55.3,0,87
130,19,2,Urban,Science,0.51,0.57,0.66,0.08,0.8,0.1,0.44,Physical Touch,0.14,23,3,Suburban,Law,0.4,0.3,0.76,0.51,0.59,0.55,0.4,Receiving Gifts,0.7,50.8,0,73
131,23,3,Suburban,Entrepreneurship,0.65,0.33,0.43,0.52,0.28,0.28,0.45,Receiving Gifts,0.18,34,3,Suburban,Entrepreneurship,0.59,0.64,0.38,0.21,0.67,0.25,0.86,Quality Time,0.58,62.4,0,80
132,45,3,Suburban,Law,0.71,0.43,0.38,0.22,0.28,0.35,0.65,Physical Touch,0.29,52,5,Urban,Education,0.37,0.71,0.39,0.38,0.25,0.41,0.79,Physical Touch,0.79,81.2,1,96
133,45,4,Suburban,Healthcare,0.6,0.38,0.41,0.76,0.16,0.64,0.17,Acts of Service,0.52,31,3,Urban,Engineering,0.46,0.54,0.38,0.42,0.61,0.25,0.39,Receiving Gifts,0.65,38.9,0,33
134,37,2,Suburban,Marketing,0.45,0.45,0.42,0.49,0.54,0.91,0.84,Quality Time,0.52,23,3,Suburban,Engineering,0.51,0.27,0.66,0.55,0.65,0.37,0.28,Receiving Gifts,0.34,63.7,0,85
135,47,4,Urban,Marketing,0.85,0.87,0.56,0.47,0.71,0.38,0.04,Words of Affirmation,0.71,27,4,Urban,Marketing,0.54,0.73,0.33,0.27,0.39,0.66,0.48,Receiving Gifts,0.35,68.0,1,69
136,28,4,Suburban,Education,0.5,0.44,0.47,0.52,0.11,0.22,0.21,Words of Affirmation,0.09,36,1,Suburban,Marketing,0.19,0.47,0.51,0.8,0.55,0.56,0.82,Words of Affirmation,0.34,59.9,0,50
137,45,4,Suburban,Healthcare,0.82,0.17,0.52,0.32,0.74,0.56,0.29,Receiving Gifts,0.75,23,4,Urban,Finance,0.52,0.66,0.45,0.25,0.38,0.94,0.43,Words of Affirmation,0.37,49.7,0,81
138,42,3,Suburban,Law,0.13,0.23,0.51,0.52,0.52,0.26,0.85,Acts of Service,0.76,24,3,Urban,Law,0.17,0.1,0.23,0.53,0.68,0.67,0.56,Words of Affirmation,0.63,58.9,0,77
139,50,4,Urban,Science,0.46,0.97,0.52,0.63,0.29,0.33,0.41,Acts of Service,0.58,36,3,Urban,Marketing,0.66,0.88,0.58,0.87,0.25,0.27,0.26,Acts of Service,0.3,62.1,0,94
140,18,4,Urban,Engineering,0.44,0.26,0.43,0.08,0.75,0.87,0.69,Quality Time,0.7,29,3,Urban,Entrepreneurship,0.21,0.57,0.81,0.43,0.45,0.48,0.29,Acts of Service,0.33,44.4,0,38
141,44,3,Suburban,Tech,0.25,0.2,0.91,0.27,0.65,0.02,0.19,Acts of Service,0.34,36,4,Suburban,Engineering,0.5,0.31,0.79,0.23,0.46,0.17,0.44,Physical Touch,0.59,66.0,1,120
142,30,4,Suburban,Creative Arts,0.49,0.61,0.67,0.47,0.61,0.51,0.19,Words of Affirmation,0.37,43,3,Rural,Entrepreneurship,0.78,0.46,0.62,0.31,0.8,0.7,0.7,Quality Time,0.49,62.9,0,33
143,20,3,Suburban,Engineering,0.49,0.73,0.27,0.65,0.44,0.53,0.28,Receiving Gifts,0.73,21,3,Suburban,Engineering,0.52,0.08,0.78,0.18,0.31,0.76,0.83,Acts of Service,0.48,74.3,1,90
144,23,3,Urban,Entrepreneurship,0.81,0.55,0.2,0.23,0.67,0.7,0.56,Acts of Service,0.84,25,2,Urban,Engineering,0.6,0.39,0.84,0.45,0.21,0.36,0.86,Physical Touch,0.53,52.7,0,80
145,25,1,Suburban,Finance,0.46,0.79,0.37,0.36,0.8,0.17,0.24,Quality Time,0.27,53,2,Suburban,Science,0.06,0.12,0.03,0.78,0.28,0.78,0.62,Acts of Service,0.54,48.8,0,42
146,44,4,Suburban,Entrepreneurship,0.7,0.9,0.46,0.3,0.56,0.64,0.57,Receiving Gifts,0.86,52,2,Urban,Finance,0.55,0.3,0.46,0.11,0.66,0.06,0.62,Physical Touch,0.6,68.2,1,81
147,26,2,Urban,Engineering,0.4,0.35,0.7,0.28,0.56,0.28,0.5,Words of Affirmation,0.06,24,3,Rural,Marketing,0.69,0.85,0.43,0.52,0.64,0.71,0.25,Receiving Gifts,0.68,49.8,0,67
148,54,2,Urban,Creative Arts,0.51,0.52,0.24,0.53,0.08,0.57,0.88,Physical Touch,0.56,30,4,Urban,Healthcare,0.72,0.61,0.37,0.37,0.72,0.28,0.39,Acts of Service,0.17,54.2,0,54
149,50,2,Urban,Engineering,0.39,0.86,0.52,0.53,0.8,0.66,0.66,Acts of Service,0.22,55,5,Urban,Healthcare,0.71,0.22,0.52,0.04,0.28,0.62,0.79,Acts of Service,0.36,86.2,1,98
150,41,2,Suburban,Education,0.51,0.51,0.7,0.43,0.77,0.64,0.56,Words of Affirmation,0.35,19,3,Urban,Entrepreneurship,0.28,0.2,0.09,0.43,0.5,0.52,0.78,Acts of Service,0.03,61.2,0,90
151,32,5,Urban,Education,0.79,0.65,0.21,0.35,0.11,0.07,0.47,Quality Time,0.76,53,3,Urban,Law,0.45,0.73,0.42,0.4,0.65,0.12,0.25,Acts of Service,0.6,57.0,0,50
152,49,5,Urban,Finance,0.78,0.69,0.56,0.49,0.63,0.63,0.51,Acts of Service,0.29,19,2,Urban,Tech,0.41,0.64,0.63,0.58,0.24,0.44,0.6,Physical Touch,0.48,60.7,0,77
153,49,4,Suburban,Finance,0.78,0.24,0.24,0.62,0.48,0.63,0.48,Physical Touch,0.69,32,1,Suburban,Science,0.34,0.47,0.4,0.21,0.69,1.0,0.85,Receiving Gifts,0.73,43.4,0,37
154,41,2,Suburban,Entrepreneurship,0.54,0.17,0.64,0.34,0.11,0.78,0.35,Acts of Service,0.77,42,2,Suburban,Finance,0.68,0.32,0.71,0.48,0.33,0.1,0.86,Quality Time,0.13,57.5,0,63
155,29,1,Urban,Tech,0.14,0.62,0.89,0.57,0.74,0.41,0.19,Quality Time,0.9,43,4,Urban,Science,0.77,0.55,0.46,0.35,0.64,0.52,0.17,Physical Touch,0.38,49.0,0,49
156,19,2,Urban,Science,0.63,0.39,0.37,0.3,0.57,0.76,0.12,Physical Touch,0.57,48,3,Suburban,Entrepreneurship,0.33,0.63,0.72,0.86,0.05,0.42,0.79,Receiving Gifts,0.63,52.3,0,57
157,20,4,Urban,Finance,0.55,0.6,0.05,0.45,0.4,0.46,0.37,Physical Touch,0.81,30,4,Suburban,Engineering,0.46,0.63,0.49,0.68,0.5,0.68,0.61,Receiving Gifts,0.61,55.8,0,23
158,54,2,Urban,Healthcare,0.51,0.57,0.66,0.37,0.43,0.74,0.27,Acts of Service,0.43,32,1,Urban,Science,0.11,0.32,0.4,0.33,0.83,0.32,0.65,Receiving Gifts,0.19,58.3,0,77
159,34,4,Rural,Marketing,0.35,0.37,0.52,0.09,0.7,0.18,0.13,Physical Touch,0.59,48,3,Urban,Entrepreneurship,0.44,0.45,0.58,0.54,0.6,0.24,0.84,Words of Affirmation,0.44,63.0,0,61
160,19,4,Urban,Marketing,0.61,0.51,0.45,0.26,0.34,0.68,0.39,Receiving Gifts,0.17,37,3,Suburban,Entrepreneurship,0.27,0.42,0.55,0.5,0.59,0.94,0.3,Quality Time,0.57,55.2,0,46
161,19,2,Urban,Education,0.21,0.57,0.4,0.65,0.26,0.51,0.13,Quality Time,0.56,53,2,Rural,Marketing,0.45,0.14,0.85,0.87,0.44,0.52,0.28,Words of Affirmation,0.63,52.4,0,48
162,45,3,Urban,Law,0.52,0.22,0.13,0.78,0.95,0.48,0.76,Receiving Gifts,0.49,29,4,Urban,Science,0.82,0.65,0.47,0.61,0.49,0.58,0.76,Physical Touch,0.14,47.1,0,52
163,40,3,Suburban,Finance,0.65,0.37,0.83,0.08,0.71,0.48,0.27,Receiving Gifts,0.53,27,2,Urban,Law,0.46,0.54,0.59,0.22,0.47,0.72,0.15,Quality Time,0.2,60.1,0,30
164,54,2,Suburban,Science,0.4,0.37,0.07,0.05,0.8,0.77,0.0,Receiving Gifts,0.51,25,4,Urban,Tech,0.45,0.74,0.18,0.84,0.62,0.35,0.76,Words of Affirmation,0.75,41.3,0,39
165,49,3,Urban,Tech,0.34,0.36,0.69,0.13,0.54,0.26,0.5,Words of Affirmation,0.8,52,3,Rural,Creative Arts,0.66,0.1,0.67,0.54,0.08,0.33,0.29,Acts of Service,0.15,70.7,1,63
166,50,4,Urban,Entrepreneurship,0.5,0.73,0.75,0.18,0.85,0.3,0.14,Receiving Gifts,0.48,20,3,Urban,Education,0.62,0.54,0.48,0.32,0.76,0.18,0.16,Physical Touch,0.41,68.9,1,81
167,18,5,Urban,Education,0.68,0.94,0.32,0.35,0.51,0.59,0.75,Words of Affirmation,0.73,32,3,Suburban,Marketing,0.59,0.19,0.43,0.51,0.7,0.43,0.41,Quality Time,0.53,61.8,0,88
168,36,1,Urban,Education,0.35,0.84,0.41,0.91,0.08,0.72,0.28,Receiving Gifts,0.42,52,3,Urban,Marketing,0.46,0.25,0.66,0.4,0.29,0.15,0.35,Acts of Service,0.34,62.5,0,53
169,19,3,Suburban,Healthcare,0.32,0.38,0.52,0.17,0.1,0.84,0.63,Quality Time,0.82,31,2,Suburban,Marketing,0.37,0.51,0.54,0.66,0.91,0.63,0.08,Receiving Gifts,0.37,52.8,0,72
170,43,3,Urban,Science,0.37,0.45,0.06,0.43,0.7,0.44,0.35,Physical Touch,0.74,49,3,Suburban,Finance,0.63,0.33,0.7,0.91,0.58,0.57,0.6,Acts of Service,0.76,57.4,0,48
171,49,2,Suburban,Law,0.56,0.37,0.57,0.36,0.31,0.57,0.31,Acts of Service,0.84,18,5,Suburban,Creative Arts,0.66,0.13,0.36,0.42,0.47,0.84,0.86,Words of Affirmation,0.49,66.6,1,106
172,23,2,Urban,Creative Arts,0.37,0.61,0.55,0.09,0.56,0.53,0.21,Acts of Service,0.31,26,2,Suburban,Engineering,0.53,0.27,0.71,0.45,0.46,0.51,0.24,Acts of Service,0.48,77.0,1,82
173,49,4,Rural,Healthcare,0.47,0.08,0.31,0.58,0.91,0.5,0.28,Receiving Gifts,0.03,21,3,Urban,Entrepreneurship,0.36,0.72,0.19,0.02,0.47,0.37,0.57,Receiving Gifts,0.84,66.3,1,74
174,21,4,Suburban,Finance,0.54,0.46,0.46,0.52,0.63,0.33,0.5,Acts of Service,0.77,22,3,Rural,Science,0.84,0.08,0.54,0.55,0.39,0.42,0.39,Receiving Gifts,0.52,72.8,1,85
175,28,4,Suburban,Entrepreneurship,0.51,0.28,0.4,0.53,0.59,0.72,0.71,Physical Touch,0.15,18,3,Suburban,Education,0.37,0.19,0.67,0.18,0.2,0.87,0.6,Receiving Gifts,0.89,50.1,0,52
176,34,4,Suburban,Creative Arts,0.62,0.62,0.45,0.87,0.42,0.4,0.61,Words of Affirmation,0.87,54,5,Suburban,Healthcare,0.46,0.12,0.27,0.15,0.18,0.87,0.49,Quality Time,0.68,49.4,0,60
177,55,3,Urban,Creative Arts,0.75,0.41,0.42,0.61,0.27,0.15,0.18,Quality Time,0.72,31,4,Urban,Engineering,0.32,0.23,0.9,0.44,0.38,0.41,0.67,Physical Touch,0.67,43.4,0,61
178,41,4,Rural,Healthcare,0.76,0.11,0.62,0.57,0.77,0.15,0.73,Quality Time,0.84,37,4,Urban,Education,0.76,0.45,1.0,0.63,0.66,0.36,0.22,Acts of Service,0.88,80.8,1,98
179,22,1,Urban,Finance,0.28,0.16,0.2,0.22,0.33,0.42,0.48,Acts of Service,0.81,18,5,Urban,Engineering,0.49,0.59,0.35,0.87,0.72,0.39,0.26,Words of Affirmation,0.29,49.8,0,54
180,51,5,Suburban,Law,0.58,0.61,0.57,0.38,0.83,0.68,0.88,Acts of Service,0.15,50,2,Urban,Tech,0.31,0.73,0.28,0.25,0.55,0.93,0.38,Acts of Service,0.33,72.2,1,80
181,23,5,Urban,Tech,0.59,0.69,0.85,0.4,0.38,0.15,0.34,Quality Time,0.51,23,2,Suburban,Creative Arts,0.73,0.04,0.07,0.57,0.5,0.48,0.75,Acts of Service,0.5,50.2,0,34
182,39,4,Urban,Finance,0.58,0.57,0.81,0.2,0.37,0.62,0.62,Physical Touch,0.46,23,3,Suburban,Healthcare,0.28,0.49,0.57,0.55,0.88,0.67,0.6,Receiving Gifts,0.79,49.5,0,67
183,28,3,Suburban,Law,0.6,0.5,0.65,0.36,0.53,0.31,0.16,Receiving Gifts,0.59,42,4,Suburban,Marketing,0.87,0.57,0.3,0.51,0.27,0.77,0.76,Receiving Gifts,0.2,69.3,1,70
184,33,3,Suburban,Marketing,0.66,0.61,0.41,0.23,0.39,0.44,0.34,Physical Touch,0.5,38,5,Urban,Creative Arts,0.68,0.46,0.58,0.47,0.95,0.3,0.41,Acts of Service,0.71,67.1,1,87
185,50,2,Suburban,Law,0.75,0.91,0.42,0.57,0.77,0.36,0.06,Physical Touch,0.64,49,2,Rural,Finance,0.57,0.44,0.74,0.68,0.7,0.45,0.12,Receiving Gifts,0.62,78.0,1,105
186,26,1,Urban,Engineering,0.18,0.51,0.45,0.22,0.41,0.17,0.72,Words of Affirmation,0.03,40,3,Rural,Entrepreneurship,0.39,0.79,0.44,0.65,0.44,0.75,0.49,Acts of Service,0.1,67.1,1,68
187,23,2,Urban,Science,0.58,0.14,0.21,0.64,0.57,0.9,0.61,Words of Affirmation,0.46,49,2,Urban,Education,0.66,0.25,0.57,0.91,0.86,0.81,0.55,Words of Affirmation,0.27,84.4,1,100
188,33,2,Urban,Marketing,0.43,0.76,0.26,0.76,0.55,0.87,0.5,Words of Affirmation,0.31,28,3,Urban,Entrepreneurship,0.33,0.35,0.28,0.66,0.85,0.72,0.46,Physical Touch,0.53,72.8,1,82
189,46,3,Urban,Law,0.83,0.52,0.45,0.24,0.4,0.42,0.2,Receiving Gifts,0.34,42,2,Suburban,Creative Arts,0.72,0.41,0.49,0.39,0.67,0.47,0.52,Acts of Service,0.18,68.7,1,58
190,20,2,Suburban,Finance,0.28,0.39,0.4,0.23,0.72,0.29,0.53,Physical Touch,0.01,53,5,Suburban,Science,0.34,0.27,0.71,0.63,0.56,0.18,0.17,Receiving Gifts,0.81,49.4,0,57
191,37,3,Urban,Finance,0.44,0.48,0.38,0.65,0.73,0.5,0.21,Acts of Service,0.18,29,4,Urban,Education,0.56,0.34,0.22,0.52,0.65,0.43,0.43,Quality Time,0.45,66.3,1,83
192,53,1,Urban,Marketing,0.2,0.52,0.62,0.59,0.49,0.58,0.31,Physical Touch,0.52,23,2,Rural,Science,0.28,0.39,0.36,0.59,0.62,0.46,0.36,Words of Affirmation,0.42,78.4,1,120
193,36,3,Urban,Tech,0.33,0.16,0.88,0.43,0.49,0.56,0.9,Quality Time,0.71,50,4,Rural,Finance,0.46,0.66,0.38,0.43,0.29,0.79,0.32,Receiving Gifts,0.57,61.1,0,45
194,43,3,Urban,Tech,0.4,0.67,0.46,0.54,0.51,0.75,0.42,Acts of Service,0.82,19,1,Suburban,Marketing,0.44,0.85,0.57,0.78,0.6,0.24,0.77,Physical Touch,0.18,58.4,0,76
195,20,2,Urban,Engineering,0.39,0.19,0.91,0.7,0.63,0.84,0.45,Physical Touch,0.33,21,5,Suburban,Science,0.53,0.46,0.05,0.2,0.49,0.34,0.47,Quality Time,0.74,67.5,1,86
196,36,2,Urban,Education,0.2,0.63,0.3,0.19,0.49,0.83,0.52,Acts of Service,0.13,33,3,Urban,Education,0.52,0.59,0.05,0.31,0.4,0.24,0.68,Quality Time,0.48,55.5,0,63
197,37,4,Suburban,Creative Arts,0.71,0.27,0.52,0.91,0.54,0.8,0.53,Physical Touch,0.34,24,2,Rural,Marketing,0.2,0.67,0.67,0.26,0.62,0.58,0.21,Receiving Gifts,0.72,51.3,0,55
198,49,2,Urban,Healthcare,0.46,0.47,0.33,0.1,0.96,0.44,0.21,Acts of Service,0.15,41,4,Rural,Finance,0.41,0.52,0.97,0.79,0.58,0.42,0.8,Receiving Gifts,0.48,53.1,0,62
199,24,4,Urban,Finance,0.61,0.68,0.72,0.89,0.35,0.6,0.38,Words of Affirmation,0.53,37,3,Urban,Healthcare,0.73,0.35,0.53,0.68,0.45,0.62,0.41,Acts of Service,0.56,66.5,1,43
200,50,3,Urban,Education,0.35,0.43,0.47,0.45,0.62,0.39,0.62,Acts of Service,0.5,35,3,Suburban,Marketing,0.55,0.12,0.4,0.29,0.91,0.79,0.43,Words of Affirmation,0.43,70.6,1,85
201,35,2,Urban,Tech,0.69,0.15,0.31,0.61,0.78,0.93,0.15,Receiving Gifts,0.14,45,3,Suburban,Entrepreneurship,0.64,0.38,0.22,0.39,0.91,0.54,0.09,Receiving Gifts,0.43,83.4,1,59
202,18,4,Rural,Finance,0.51,0.67,0.59,0.76,0.57,0.49,0.41,Receiving Gifts,0.46,33,3,Urban,Engineering,0.63,0.16,0.38,0.34,0.78,0.35,0.81,Receiving Gifts,0.27,63.3,0,95
203,28,2,Urban,Law,0.34,0.56,0.6,0.81,0.93,0.43,0.66,Acts of Service,0.69,18,3,Urban,Entrepreneurship,0.4,0.61,0.24,0.82,0.25,0.94,0.72,Words of Affirmation,0.63,40.9,0,41
204,45,3,Suburban,Finance,0.81,0.52,0.86,0.42,0.85,0.85,0.88,Physical Touch,0.77,18,4,Urban,Engineering,0.82,0.68,0.65,0.37,0.45,0.95,0.32,Receiving Gifts,0.67,64.7,0,65
205,42,3,Urban,Engineering,0.58,0.25,0.73,0.54,0.5,0.5,0.23,Receiving Gifts,0.81,51,4,Rural,Finance,0.79,0.5,0.32,0.39,0.35,0.54,0.69,Quality Time,0.79,56.0,0,120
206,40,1,Rural,Creative Arts,0.39,0.27,0.76,0.67,0.33,0.52,0.76,Receiving Gifts,0.38,41,4,Urban,Law,0.39,0.67,0.36,0.19,0.88,0.34,0.35,Quality Time,0.7,74.1,1,85
207,48,3,Urban,Marketing,0.48,0.86,0.74,0.36,0.28,0.79,0.23,Acts of Service,0.4,55,1,Suburban,Entrepreneurship,0.31,0.62,0.44,0.19,0.77,0.31,0.55,Words of Affirmation,0.69,46.0,0,67
208,47,3,Urban,Creative Arts,0.35,0.15,0.18,0.63,0.48,0.62,0.44,Receiving Gifts,0.11,48,4,Rural,Entrepreneurship,0.63,0.65,0.25,0.39,0.22,0.81,0.49,Quality Time,0.58,73.8,1,96
209,52,5,Suburban,Healthcare,0.6,0.89,0.56,0.13,0.61,0.55,0.29,Acts of Service,0.74,42,1,Urban,Science,0.43,0.69,0.41,0.63,0.13,0.89,0.74,Physical Touch,0.51,52.7,0,69
210,24,4,Suburban,Creative Arts,0.68,0.35,0.76,0.18,0.61,0.58,0.47,Physical Touch,0.39,35,2,Urban,Education,0.15,0.92,0.35,0.37,0.31,0.41,0.6,Physical Touch,0.25,67.6,1,59
211,33,3,Suburban,Education,0.47,0.77,0.59,0.48,0.72,0.61,0.74,Words of Affirmation,0.36,54,3,Suburban,Science,0.59,0.37,0.72,0.43,0.81,0.59,0.25,Physical Touch,0.41,62.9,0,95
212,43,4,Rural,Education,0.57,0.22,0.12,0.56,0.53,0.77,0.5,Quality Time,0.44,46,4,Urban,Tech,0.73,0.24,0.07,0.44,0.51,0.61,0.27,Acts of Service,0.0,68.9,1,60
213,19,3,Urban,Finance,0.47,0.65,0.37,0.72,0.37,0.88,0.4,Receiving Gifts,0.34,32,5,Urban,Education,0.63,0.61,0.48,0.79,0.58,0.57,0.01,Physical Touch,0.53,72.9,1,85
214,18,4,Urban,Marketing,0.71,0.24,0.91,0.11,0.45,0.28,0.48,Words of Affirmation,0.83,48,2,Urban,Healthcare,0.25,0.7,0.55,0.32,0.65,0.84,0.64,Receiving Gifts,0.2,32.3,0,35
215,29,4,Urban,Engineering,0.57,0.2,0.92,0.67,0.84,0.74,0.38,Quality Time,0.8,49,2,Urban,Science,0.44,0.65,0.61,0.8,0.44,0.1,0.36,Words of Affirmation,0.51,56.2,0,69
216,22,3,Urban,Education,0.57,0.59,0.37,0.36,0.51,0.37,0.86,Acts of Service,0.76,40,2,Suburban,Healthcare,0.28,0.32,0.44,0.59,0.7,0.26,0.06,Physical Touch,0.6,59.9,0,65
217,54,2,Urban,Marketing,0.43,0.38,0.78,0.3,0.6,0.25,0.58,Acts of Service,0.8,22,2,Suburban,Entrepreneurship,0.4,0.65,0.27,0.36,0.5,0.76,0.2,Quality Time,0.89,54.7,0,39
218,49,3,Urban,Marketing,0.51,0.2,0.8,0.54,0.78,0.13,0.37,Words of Affirmation,0.46,50,2,Urban,Finance,0.61,0.59,0.46,0.1,0.27,0.42,0.76,Physical Touch,0.92,54.0,0,78
219,26,5,Urban,Engineering,0.8,0.95,0.81,0.45,0.32,0.78,0.34,Words of Affirmation,0.7,35,4,Rural,Healthcare,1.0,0.4,0.56,0.09,0.89,0.14,0.35,Physical Touch,0.45,51.6,0,44
220,52,3,Urban,Finance,0.74,0.44,0.28,0.58,0.53,0.49,0.18,Quality Time,0.39,34,1,Urban,Science,0.29,0.47,0.12,0.23,0.47,0.58,0.53,Quality Time,0.19,67.8,1,68
221,36,4,Rural,Tech,0.69,0.33,0.65,0.45,0.56,0.73,0.61,Acts of Service,0.63,43,1,Urban,Finance,0.57,0.91,0.51,0.32,0.81,0.47,0.43,Receiving Gifts,0.42,57.2,0,64
222,33,2,Suburban,Science,0.59,0.51,0.7,0.24,0.13,0.77,0.64,Receiving Gifts,0.47,18,4,Suburban,Creative Arts,0.5,0.58,0.27,0.43,0.07,0.42,1.0,Physical Touch,0.24,58.7,0,87
223,20,2,Suburban,Education,0.53,0.82,0.7,0.84,0.67,0.51,0.65,Words of Affirmation,0.63,52,3,Urban,Entrepreneurship,0.66,0.39,0.63,0.63,0.86,0.81,0.35,Physical Touch,0.23,54.0,0,54
224,37,2,Urban,Healthcare,0.63,0.57,0.24,0.21,0.62,0.11,0.9,Quality Time,0.72,26,2,Suburban,Engineering,0.34,0.38,0.43,0.21,0.28,0.61,0.71,Quality Time,0.23,69.7,1,77
225,41,3,Urban,Education,0.53,0.76,0.9,0.32,0.58,0.48,0.29,Physical Touch,0.53,53,2,Rural,Entrepreneurship,0.62,0.76,0.72,0.64,0.14,0.01,0.53,Receiving Gifts,0.65,76.8,1,85
226,50,3,Suburban,Entrepreneurship,0.62,0.15,0.55,0.09,0.36,0.59,0.55,Acts of Service,0.25,45,3,Urban,Finance,0.67,0.5,0.47,0.39,0.37,0.47,0.67,Acts of Service,0.58,79.7,1,76
227,41,4,Suburban,Finance,0.5,0.18,0.54,0.67,0.2,0.52,0.56,Acts of Service,0.64,41,4,Rural,Tech,0.42,0.22,0.34,0.1,0.42,0.37,0.3,Quality Time,0.85,65.7,1,101
228,28,2,Suburban,Creative Arts,0.56,0.28,0.38,0.16,0.22,0.66,0.52,Physical Touch,0.51,31,3,Suburban,Science,0.56,0.32,0.8,0.78,0.33,0.32,0.75,Quality Time,0.67,48.3,0,16
229,25,3,Urban,Finance,0.6,0.28,0.78,0.85,0.33,0.44,0.69,Words of Affirmation,0.77,35,3,Suburban,Engineering,0.63,0.8,0.99,0.81,0.23,0.59,0.27,Words of Affirmation,0.77,77.2,1,92
230,53,3,Urban,Creative Arts,0.48,0.38,0.63,0.77,0.61,0.27,0.84,Acts of Service,0.44,32,2,Suburban,Law,0.63,0.35,0.19,0.55,0.68,0.74,0.41,Acts of Service,0.39,79.0,1,94
231,55,5,Urban,Healthcare,0.65,0.16,0.46,0.64,0.41,0.31,0.22,Physical Touch,0.12,50,3,Urban,Marketing,0.44,0.19,0.8,0.4,0.28,0.66,0.25,Physical Touch,0.64,58.0,0,63
232,37,4,Suburban,Tech,0.23,0.46,0.44,0.27,0.43,0.65,0.37,Physical Touch,0.09,41,4,Rural,Tech,0.73,0.23,0.57,0.57,0.59,0.37,0.28,Acts of Service,0.68,53.2,0,59
233,52,3,Urban,Tech,0.29,0.4,0.85,0.46,0.28,0.2,0.4,Receiving Gifts,0.22,22,3,Suburban,Engineering,0.63,0.25,0.51,0.65,0.24,0.43,0.74,Receiving Gifts,0.66,65.7,1,64
234,42,3,Urban,Law,0.47,0.6,0.49,0.35,0.77,0.88,0.28,Receiving Gifts,0.69,53,3,Suburban,Finance,0.41,0.77,0.33,0.64,0.65,0.71,0.58,Quality Time,0.22,61.6,0,66
235,52,4,Suburban,Science,0.54,0.28,0.76,0.25,0.6,0.15,0.25,Quality Time,0.3,27,5,Urban,Law,0.52,0.67,0.32,0.69,0.3,0.61,0.72,Acts of Service,0.3,54.0,0,62
236,42,1,Suburban,Tech,0.29,0.87,0.03,0.53,0.62,0.3,0.09,Physical Touch,0.0,43,2,Suburban,Law,0.3,0.51,0.35,0.38,0.7,0.42,0.84,Physical Touch,0.17,68.5,1,87
